frame,object_index,tlv1_range,tlv1_angle,tlv1_elevation,tlv1_doppler,tlv1_x_derived,tlv1_y_derived,tlv1_z_derived,tlv7_snr,tlv7_noise,tlv8_x,tlv8_y,tlv8_z,tlv8_doppler,tlv9_snr,tlv9_noise,tlv11_targetID,tlv10_targetID,tlv10_x,tlv10_y,tlv10_vx,tlv10_vy,tlv10_ax,tlv10_ay,tlv10_z,tlv10_vz,tlv10_az
1,0,0.5628427267074585,0.5603817105293274,0.0312550887465477,0.1471865475177765,0.2990101849770535,0.47652437205095316,0.017588835348591892,158,474,,,,,-1,-1,-1,-1,,,,,,,,,
1,1,0.5628427267074585,0.5613040924072266,0.06254076212644577,-0.1471865475177765,0.2990101971302698,0.4755495436970167,0.0351776706045655,163,462,,,,,-1,-1,-1,-1,,,,,,,,,
2,0,0.5628427267074585,0.5603817105293274,0.0312550887465477,0.1471865475177765,0.2990101849770535,0.47652437205095316,0.017588835348591892,165,490,,,,,-1,-1,-1,-1,,,,,,,,,
2,1,0.5628427267074585,0.5247300863265991,0.06254076212644577,-0.1471865475177765,0.28142135817270325,0.48616508066967806,0.0351776706045655,169,473,,,,,-1,-1,-1,-1,,,,,,,,,
3,0,0.5628427267074585,0.6755228042602539,-0.0312550887465477,0.1471865475177765,0.3517766978597906,0.43901676815519086,-0.017588835348591892,153,469,,,,,-1,-1,-1,-1,,,,,,,,,
3,1,0.633198082447052,0.30824828147888184,-0.3843967616558075,0.1471865475177765,0.17808696795076331,0.5593234180969572,-0.23744927338078747,151,472,,,,,-1,-1,-1,-1,,,,,,,,,
4,0,0.633198082447052,0.50536048412323,0.252680242061615,0.1471865475177765,0.2968115881153357,0.5364549907383976,0.15829951259224312,153,466,,,,,-1,-1,-1,-1,,,,,,,,,
5,-1,,,,,,,,-1,-1,,,,,-1,-1,-1,-1,,,,,,,,,
6,0,0.633198082447052,0.42940863966941833,0.22053326666355133,0.1471865475177765,0.25723672275736276,0.5617681751777328,0.1385120840835034,150,468,,,,,-1,-1,-1,-1,,,,,,,,,
6,1,0.633198082447052,0.43297508358955383,0.252680242061615,-0.1471865475177765,0.2572367260320687,0.5565162555649066,0.15829951259224312,152,460,,,,,-1,-1,-1,-1,,,,,,,,,
7,0,0.5628427267074585,0.5307932496070862,0.15689286589622498,0.1471865475177765,0.28142136675951485,0.4794369319722673,0.08794417319932563,163,475,,,,,-1,-1,-1,-1,,,,,,,,,
7,1,0.633198082447052,0.5281689167022705,0.12532782554626465,0.1471865475177765,0.31659903661050454,0.5426234215683349,0.0791497567740878,176,470,,,,,-1,-1,-1,-1,,,,,,,,,
7,2,0.8442640900611877,0.0962253212928772,-0.22053326666355133,0.1471865475177765,0.07914975918507376,0.8200057574285384,-0.18468277443183242,152,428,,,,,-1,-1,-1,-1,,,,,,,,,
7,3,0.5628427267074585,0.5340549349784851,0.18861638009548187,-0.1471865475177765,0.2814213590898013,0.4758747081952302,0.1055330078962997,156,470,,,,,-1,-1,-1,-1,,,,,,,,,
7,4,0.633198082447052,0.49448567628860474,0.15689286589622498,-0.1471865475177765,0.29681160252098576,0.5505035106502039,0.09893719717754769,165,468,,,,,-1,-1,-1,-1,,,,,,,,,
8,0,0.7035534381866455,0.064095139503479,-0.22053326666355133,0.0,0.04397209064903553,0.6851043511571319,-0.1539023185457852,158,451,,,,,-1,-1,-1,-1,,,,,,,,,
8,1,0.7739087343215942,0.064095139503479,-0.22053326666355133,0.0,0.04836929673370679,0.7536147398395261,-0.16929253996955063,178,458,,,,,-1,-1,-1,-1,,,,,,,,,
8,2,0.8442640900611877,0.09697651118040085,-0.252680242061615,0.0,0.07914975649811855,0.8136143487343585,-0.211066011822604,197,411,,,,,-1,-1,-1,-1,,,,,,,,,
8,3,0.7035534381866455,0.031643882393836975,-0.15689286589622498,0.1471865475177765,0.021986046196090094,0.6945641803559675,-0.10993022115576975,155,520,,,,,-1,-1,-1,-1,,,,,,,,,
8,4,0.7739087343215942,0.06331950426101685,-0.15689286589622498,0.1471865475177765,0.048369296888494,0.7628713595465489,-0.12092323582076638,173,523,,,,,-1,-1,-1,-1,,,,,,,,,
8,5,0.8442640900611877,0.09558821469545364,-0.18861638009548187,0.1471865475177765,0.07914975863179652,0.8255049569961301,-0.15829951184444954,229,436,,,,,-1,-1,-1,-1,,,,,,,,,
