frame,object_index,tlv1_range,tlv1_angle,tlv1_elevation,tlv1_doppler,tlv1_x_derived,tlv1_y_derived,tlv1_z_derived,tlv7_snr,tlv7_noise,tlv8_x,tlv8_y,tlv8_z,tlv8_doppler,tlv9_snr,tlv9_noise,tlv11_targetID,tlv10_targetID,tlv10_x,tlv10_y,tlv10_vx,tlv10_vy,tlv10_ax,tlv10_ay,tlv10_z,tlv10_vz,tlv10_az
1,-1,,,,,,,,-1,-1,,,,,-1,-1,-1,-1,,,,,,,,,
2,0,0.5628427267074585,0.36000823974609375,0.22053326666355133,-0.1471865475177765,0.19347719059579854,0.5140034259345877,0.12312184962122161,152,505,,,,,-1,-1,-1,-1,,,,,,,,,
3,-1,,,,,,,,-1,-1,,,,,-1,-1,-1,-1,,,,,,,,,
4,-1,,,,,,,,-1,-1,,,,,-1,-1,-1,-1,,,,,,,,,
5,0,0.492487370967865,0.45887571573257446,-0.15689286589622498,-0.1471865475177765,0.215463230253697,0.4361168737907687,-0.07695114922110356,155,532,,,,,-1,-1,-1,-1,,,,,,,,,
6,0,0.492487370967865,0.5600752830505371,0.0,0.0,0.26163390615664167,0.41724274674589257,0.0,166,496,,,,,-1,-1,-1,-1,,,,,,,,,
6,1,0.5628427267074585,0.5600752830505371,0.0,0.0,0.2990101875118666,0.4768488678518647,0.0,163,500,,,,,-1,-1,-1,-1,,,,,,,,,
6,2,0.492487370967865,0.5977389216423035,-0.0312550887465477,0.1471865475177765,0.277024157782359,0.40689626119450656,-0.015390230464356615,184,572,,,,,-1,-1,-1,-1,,,,,,,,,
6,3,0.5628427267074585,0.5977389216423035,-0.0312550887465477,0.1471865475177765,0.31659904704487146,0.4650243125782202,-0.017588835348591892,182,575,,,,,-1,-1,-1,-1,,,,,,,,,
6,4,0.492487370967865,0.5977389216423035,-0.0312550887465477,0.294373095035553,0.277024157782359,0.40689626119450656,-0.015390230464356615,169,507,,,,,-1,-1,-1,-1,,,,,,,,,
6,5,0.5628427267074585,0.5987396836280823,-0.06254076212644577,0.294373095035553,0.31659902212020813,0.4640253502674735,-0.0351776706045655,170,509,,,,,-1,-1,-1,-1,,,,,,,,,
6,6,0.492487370967865,0.5974063873291016,0.0,-0.1471865475177765,0.2770241342322221,0.4071872291903655,0.0,189,533,,,,,-1,-1,-1,-1,,,,,,,,,
6,7,0.5628427267074585,0.5600752830505371,0.0,-0.1471865475177765,0.2990101875118666,0.4768488678518647,0.0,190,535,,,,,-1,-1,-1,-1,,,,,,,,,
7,0,0.5628427267074585,0.35492923855781555,0.45281660556793213,0.1471865475177765,0.17588834697890482,0.474572718765816,0.24624369841223737,157,549,,,,,-1,-1,-1,-1,,,,,,,,,
7,1,0.5628427267074585,0.3240381181240082,0.4878751337528229,-0.1471865475177765,0.15829951718425267,0.47130202479603395,0.263832521289317,153,520,,,,,-1,-1,-1,-1,,,,,,,,,
8,0,0.5628427267074585,0.5977389216423035,-0.0312550887465477,0.1471865475177765,0.31659904704487146,0.4650243125782202,-0.017588835348591892,165,574,,,,,-1,-1,-1,-1,,,,,,,,,
8,1,0.492487370967865,-0.06956088542938232,-0.45281660556793213,-0.44155964255332947,-0.030780459081267995,0.44178271876071407,-0.21546322959144953,187,497,,,,,-1,-1,-1,-1,,,,,,,,,
8,2,0.5628427267074585,-0.03420594707131386,-0.4183463752269745,-0.44155964255332947,-0.01758883459381726,0.5140034305157893,-0.22865485195621432,191,489,,,,,-1,-1,-1,-1,,,,,,,,,
8,3,0.492487370967865,-0.06956088542938232,-0.45281660556793213,-0.294373095035553,-0.030780459081267995,0.44178271876071407,-0.21546322959144953,200,519,,,,,-1,-1,-1,-1,,,,,,,,,
8,4,0.5628427267074585,-0.03475940227508545,-0.45281660556793213,-0.294373095035553,-0.017588835560925793,0.5058128199871575,-0.24624369841223737,210,512,,,,,-1,-1,-1,-1,,,,,,,,,
8,5,0.633198082447052,-0.07081408053636551,-0.4878751337528229,-0.294373095035553,-0.03957487885229977,0.5579216061247205,-0.29681159343540076,168,502,,,,,-1,-1,-1,-1,,,,,,,,,
8,6,0.5628427267074585,0.6389794945716858,-0.09388787299394608,-0.1471865475177765,0.3341878734842874,0.44980673208862704,-0.05276650444445581,174,541,,,,,-1,-1,-1,-1,,,,,,,,,
8,7,0.7035534381866455,0.19488036632537842,-0.252680242061615,-0.1471865475177765,0.1319162700564978,0.6683179080266737,-0.17588835063608357,156,536,,,,,-1,-1,-1,-1,,,,,,,,,
8,8,0.7739087343215942,0.1284555047750473,-0.22053326666355133,-0.1471865475177765,0.09673859389759173,0.7489435288595708,-0.16929253996955063,161,540,,,,,-1,-1,-1,-1,,,,,,,,,
9,0,0.42213204503059387,-0.16208305954933167,-0.252680242061615,-0.7359327077865601,-0.06595813495779353,0.40337051520646117,-0.105533005911302,162,508,,,,,-1,-1,-1,-1,,,,,,,,,
